Year,ISO_Code,Countries,Economic.Freedom.Summary.Index,Size.of.Government,Legal.System...Property.Rights,Sound.Money,Freedom.to.trade.internationally,Regulation
2002,GNB,Guinea-Bissau,4.77,4.77,2.08,5.77,6.0,5.24
2002,GRC,Greece,7.01,5.22,5.66,9.54,8.61,6.04
2002,GTM,Guatemala,6.85,8.52,2.76,9.06,7.65,6.27
2002,GUY,Guyana,6.27,2.63,6.37,7.73,7.87,6.76
2002,HKG,Hong Kong,8.79,9.0,7.36,9.31,9.48,8.78
2002,HND,Honduras,6.79,8.29,2.87,9.06,7.3,6.44
2002,HRV,Croatia,6.24,4.85,5.15,7.78,6.86,6.57
2002,HTI,Haiti,6.53,8.58,2.23,8.49,6.51,6.86
2002,HUN,Hungary,7.06,4.52,6.8,9.0,8.39,6.62
2002,IDN,Indonesia,5.86,7.36,3.61,6.21,6.77,5.37
2002,IND,India,6.25,6.64,5.46,6.88,6.24,6.04
2002,IRL,Ireland,7.87,5.47,7.41,9.64,9.04,7.82
2002,IRN,Iran,6.07,6.7,6.34,7.79,5.22,4.33
2002,ISL,Iceland,7.82,5.46,8.97,9.3,7.89,7.49
2002,ISR,Israel,7.3,5.28,6.91,9.17,8.99,6.14
2002,ITA,Italy,7.42,5.68,6.7,9.57,8.53,6.62
2002,JAM,Jamaica,7.39,8.71,4.74,8.97,7.64,6.89
2002,JOR,Jordan,7.21,5.39,6.34,9.47,7.74,7.13
2002,JPN,Japan,7.47,5.51,6.98,9.43,7.99,7.43
2002,KAZ,Kazakhstan,NA,NA,NA,NA,NA,NA
2002,KEN,Kenya,6.73,7.41,3.51,9.17,6.82,6.76
2002,KGZ,Kyrgyz Republic,NA,NA,NA,NA,NA,NA
2002,KHM,Cambodia,NA,NA,NA,NA,NA,NA
2002,KOR,"Korea, South",7.18,6.38,6.55,9.23,7.4,6.33
2002,KWT,Kuwait,7.75,6.6,7.31,7.74,7.99,9.1
2002,LAO,Laos,NA,NA,NA,NA,NA,NA
2002,LBN,Lebanon,NA,NA,NA,NA,NA,NA
2002,LBR,Liberia,NA,NA,NA,NA,NA,NA
2002,LBY,Libya,NA,NA,NA,NA,NA,NA
2002,LKA,Sri Lanka,6.12,7.33,3.8,6.49,6.75,6.22
2002,LSO,Lesotho,NA,NA,NA,NA,NA,NA
2002,LTU,Lithuania,7.05,5.16,5.69,9.38,8.24,6.76
2002,LUX,Luxembourg,7.93,4.64,8.4,9.66,9.24,7.71
2002,LVA,Latvia,7.42,5.96,6.55,9.36,8.14,7.08
2002,MAR,Morocco,6.02,6.41,5.66,7.02,5.59,5.4
2002,MDA,Moldova,NA,NA,NA,NA,NA,NA
2002,MDG,Madagascar,5.92,7.64,2.9,7.0,6.35,5.71
2002,MEX,Mexico,6.68,7.36,4.37,7.43,7.39,6.84
2002,MKD,Macedonia,NA,NA,NA,NA,NA,NA
2002,MLI,Mali,5.62,6.63,3.94,6.11,6.51,4.95
2002,MLT,Malta,6.89,5.78,7.03,6.97,7.6,7.05
2002,MMR,Myanmar,3.36,5.86,2.92,2.55,1.51,3.95
2002,MNE,Montenegro,NA,NA,NA,NA,NA,NA
2002,MNG,Mongolia,NA,NA,NA,NA,NA,NA
2002,MOZ,Mozambique,NA,NA,NA,NA,NA,NA
2002,MRT,Mauritania,NA,NA,NA,NA,NA,NA
2002,MUS,Mauritius,7.18,6.82,6.54,9.49,6.83,6.21
2002,MWI,Malawi,5.62,5.54,5.06,5.13,6.57,5.82
2002,MYS,Malaysia,6.46,5.3,6.18,6.73,6.85,7.21
2002,NAM,Namibia,6.64,5.57,7.26,6.31,6.57,7.5
2002,NER,Niger,4.96,3.47,3.64,6.93,5.74,5.04
2002,NGA,Nigeria,5.71,7.21,3.34,5.39,6.0,6.58
2002,NIC,Nicaragua,6.88,7.56,3.34,8.99,7.9,6.61
2002,NLD,Netherlands,7.74,4.08,8.41,9.51,9.04,7.65
2002,NOR,Norway,7.06,3.09,8.17,9.01,7.76,7.27
2002,NPL,Nepal,5.83,5.09,4.47,6.8,5.94,6.83
2002,NZL,New Zealand,8.39,6.22,8.72,9.41,9.08,8.54
2002,OMN,Oman,7.77,5.3,7.31,8.35,8.6,9.32
2002,PAK,Pakistan,5.82,7.7,2.81,6.17,6.17,6.24
2002,PAN,Panama,7.41,8.08,4.18,9.72,8.31,6.75
2002,PER,Peru,7.28,7.55,4.0,9.72,8.13,7.0
2002,PHL,Philippines,6.86,7.88,3.69,9.26,6.91,6.56
2002,PNG,Pap. New Guinea,5.91,6.71,3.18,6.16,5.33,8.19
2002,POL,Poland,6.63,5.4,5.63,8.0,7.35,6.79
2002,PRT,Portugal,7.42,5.42,7.18,9.61,8.54,6.35
2002,PRY,Paraguay,6.39,7.72,2.45,8.76,7.7,5.32
2002,QAT,Qatar,NA,NA,NA,NA,NA,NA
2002,ROU,Romania,5.92,5.67,4.65,6.22,6.94,6.15
2002,RUS,Russia,5.76,6.98,4.95,4.08,6.64,6.17
2002,RWA,Rwanda,6.32,7.94,1.49,8.18,6.6,7.37
2002,SAU,Saudi Arabia,NA,NA,NA,NA,NA,NA
2002,SEN,Senegal,5.97,6.96,3.95,7.15,6.3,5.48
2002,SGP,Singapore,8.76,7.86,8.61,9.65,9.14,8.54
2002,SLE,Sierra Leone,5.24,6.2,4.12,5.83,5.39,4.67
2002,SLV,El Salvador,7.4,8.73,4.25,9.55,8.19,6.29
2002,SRB,Serbia,NA,NA,NA,NA,NA,NA
2002,SUR,Suriname,NA,NA,NA,NA,NA,NA
2002,SVK,Slovak Rep,6.72,5.21,5.38,8.05,8.17,6.8
2002,SVN,Slovenia,6.85,5.08,6.22,8.74,7.77,6.43
2002,SWE,Sweden,7.49,3.37,8.21,9.64,8.77,7.49
2002,SWZ,Swaziland,NA,NA,NA,NA,NA,NA
2002,SYC,Seychelles,NA,NA,NA,NA,NA,NA
2002,SYR,Syria,5.4,4.88,4.88,7.86,3.49,5.89
2002,TCD,Chad,5.7,9.15,2.33,6.19,5.65,5.17
2002,TGO,Togo,6.24,9.39,3.48,7.02,5.74,5.55
2002,THA,Thailand,6.61,6.56,6.41,6.72,6.88,6.48
2002,TJK,Tajikistan,NA,NA,NA,NA,NA,NA
2002,TLS,Timor-Leste,NA,NA,NA,NA,NA,NA
2002,TTO,Trinidad & Tob.,7.54,7.44,6.53,8.81,7.84,7.08
2002,TUN,Tunisia,6.39,5.31,6.54,7.18,6.12,6.8
2002,TUR,Turkey,5.58,7.0,4.8,4.06,7.04,4.98
2002,TWN,Taiwan,7.42,6.73,6.29,9.74,8.4,5.94
2002,TZA,Tanzania,6.01,4.84,5.91,7.95,5.94,5.44
2002,UGA,Uganda,6.83,7.21,4.23,9.2,7.46,6.04
2002,UKR,Ukraine,5.39,4.79,4.57,4.79,6.58,6.22
2002,URY,Uruguay,7.15,7.54,5.48,8.67,7.92,6.14
2002,USA,United States,8.39,7.05,8.03,9.8,8.46,8.62
2002,VEN,Venezuela,4.62,5.69,1.99,5.82,4.32,5.27
2002,VNM,Vietnam,NA,NA,NA,NA,NA,NA
2002,YEM,"Yemen, Rep.",NA,NA,NA,NA,NA,NA
2002,ZAF,South Africa,6.98,6.53,6.07,7.73,7.35,7.22
2002,ZMB,Zambia,6.47,6.25,5.26,7.18,7.92,5.73
2002,ZWE,Zimbabwe,3.66,6.04,3.21,1.25,2.93,4.85
2001,AGO,Angola,NA,NA,NA,NA,NA,NA
2001,ALB,Albania,6.33,7.64,4.77,7.06,6.07,6.13
2001,ARE,Unit. Arab Em.,7.3,5.96,7.52,7.95,8.58,6.49
2001,ARG,Argentina,6.73,7.94,3.64,9.45,7.35,5.26
2001,ARM,Armenia,NA,NA,NA,NA,NA,NA
2001,AUS,Australia,7.93,5.38,9.25,9.33,8.31,7.39
2001,AUT,Austria,7.38,2.84,8.93,9.58,8.97,6.57
2001,AZE,Azerbaijan,NA,NA,NA,NA,NA,NA
2001,BDI,Burundi,4.95,5.44,2.93,6.88,4.48,5.02
2001,BEL,Belgium,7.44,4.57,7.78,9.64,9.27,5.92
2001,BEN,Benin,5.79,6.57,4.42,6.6,5.36,6.0
2001,BFA,Burkina Faso,NA,NA,NA,NA,NA,NA
2001,BGD,Bangladesh,5.91,8.07,2.96,6.97,5.99,5.55
2001,BGR,Bulgaria,5.88,5.09,4.85,6.32,7.12,6.01
2001,BHR,Bahrain,7.59,6.79,6.54,8.8,8.67,7.14
2001,BHS,Bahamas,6.78,8.22,6.35,6.99,4.88,7.47
2001,BIH,Bosnia and Herzegovina,NA,NA,NA,NA,NA,NA
2001,BLZ,Belize,6.4,6.67,7.01,6.35,5.19,6.76
2001,BOL,Bolivia,6.7,7.51,2.95,9.58,7.83,5.64
2001,BRA,Brazil,5.92,5.97,4.94,6.58,6.85,5.26
2001,BRB,Barbados,6.21,6.94,5.2,6.73,5.33,6.87
2001,BRN,Brunei Darussalam,NA,NA,NA,NA,NA,NA
2001,BTN,Bhutan,NA,NA,NA,NA,NA,NA
2001,BWA,Botswana,7.22,4.76,7.05,9.15,7.93,7.23
2001,CAF,Central Afr. Rep.,5.35,5.21,4.35,6.99,5.18,5.04
2001,CAN,Canada,8.25,6.48,8.96,9.2,8.9,7.7
2001,CHE,Switzerland,8.35,7.05,8.6,9.74,9.26,7.12
2001,CHL,Chile,7.57,7.11,6.16,9.44,8.72,6.4
2001,CHN,China,5.81,3.33,5.14,8.32,6.86,5.4
2001,CIV,Cote d'Ivoire,5.96,8.64,3.48,6.96,5.38,5.37
2001,CMR,Cameroon,6.06,6.8,4.59,6.78,5.41,6.75
2001,COD,"Congo, Dem. R.",3.96,7.45,1.75,2.5,3.98,4.11
2001,COG,"Congo, Rep. Of",4.62,4.93,1.73,4.7,5.7,6.04
2001,COL,Colombia,5.64,4.78,3.44,7.57,6.94,5.44
2001,CPV,Cape Verde,NA,NA,NA,NA,NA,NA
2001,CRI,Costa Rica,7.32,7.02,6.51,8.52,8.6,5.95
2001,CYP,Cyprus,6.59,6.11,7.98,7.06,6.0,5.79
2001,CZE,Czech Rep.,6.57,2.96,6.55,9.13,8.25,5.94
2001,DEU,Germany,7.45,4.22,8.72,9.56,9.28,5.47
2001,DNK,Denmark,7.69,3.15,9.22,9.73,9.29,7.07
2001,DOM,Dominican Rep.,6.8,8.35,3.84,7.99,7.29,6.54
2001,DZA,Algeria,4.68,5.42,2.39,6.89,4.59,4.11
2001,ECU,Ecuador,5.59,8.99,2.5,4.78,7.41,4.26
2001,EGY,Egypt,6.6,6.62,4.61,9.58,6.69,5.51
2001,ESP,Spain,7.26,4.96,6.27,9.49,8.65,6.95
2001,EST,Estonia,7.69,6.47,6.53,9.2,9.15,7.1
2001,ETH,Ethiopia,NA,NA,NA,NA,NA,NA
2001,FIN,Finland,7.61,2.99,9.25,9.62,9.12,7.07
2001,FJI,Fiji,6.1,6.33,5.99,6.66,5.41,6.14
2001,FRA,France,6.97,2.84,7.12,9.63,8.7,6.56
2001,GAB,Gabon,5.59,5.95,4.37,5.75,5.39,6.48
2001,GBR,United Kingdom,8.38,5.86,9.23,9.52,9.26,8.01
2001,GEO,Georgia,NA,NA,NA,NA,NA,NA
2001,GHA,Ghana,5.77,6.71,4.31,5.62,6.09,6.15
2001,GIN,Guinea,NA,NA,NA,NA,NA,NA
2001,GMB,"Gambia, The",NA,NA,NA,NA,NA,NA
2001,GNB,Guinea-Bissau,4.72,4.53,2.63,5.21,5.98,5.24
2001,GRC,Greece,6.81,4.88,5.6,9.44,8.86,5.29
2001,GTM,Guatemala,6.67,8.41,2.64,9.03,7.69,5.59
2001,GUY,Guyana,6.5,3.06,7.48,7.99,7.54,6.42
2001,HKG,Hong Kong,8.81,9.32,7.02,9.38,9.69,8.65
2001,HND,Honduras,6.52,8.03,2.57,8.67,7.37,6.0
2001,HRV,Croatia,5.97,4.15,5.16,7.92,6.41,6.23
2001,HTI,Haiti,6.37,8.51,1.95,8.54,5.85,6.98
2001,HUN,Hungary,6.9,3.74,6.74,8.63,8.6,6.81
2001,IDN,Indonesia,5.68,7.53,2.89,6.04,7.23,4.68
2001,IND,India,6.17,6.88,5.71,6.91,5.76,5.58
2001,IRL,Ireland,8.01,6.12,8.42,9.57,9.09,6.87
2001,IRN,Iran,6.27,6.54,6.62,8.04,5.91,4.23
2001,ISL,Iceland,7.93,5.86,8.87,9.22,8.16,7.53
2001,ISR,Israel,6.68,2.78,7.37,9.24,8.66,5.36
2001,ITA,Italy,7.2,4.59,7.36,9.55,9.0,5.49
2001,JAM,Jamaica,7.42,8.58,5.6,9.0,7.95,5.96
2001,JOR,Jordan,7.09,6.08,6.07,9.57,7.52,6.21
2001,JPN,Japan,7.48,5.65,7.16,9.59,8.46,6.52
2001,KAZ,Kazakhstan,NA,NA,NA,NA,NA,NA
2001,KEN,Kenya,6.8,7.44,3.92,8.95,6.93,6.75
2001,KGZ,Kyrgyz Republic,NA,NA,NA,NA,NA,NA
2001,KHM,Cambodia,NA,NA,NA,NA,NA,NA
2001,KOR,"Korea, South",7.1,6.25,6.35,9.32,7.55,6.02
2001,KWT,Kuwait,7.56,6.35,8.06,8.2,7.96,7.25
2001,LAO,Laos,NA,NA,NA,NA,NA,NA
2001,LBN,Lebanon,NA,NA,NA,NA,NA,NA
2001,LBR,Liberia,NA,NA,NA,NA,NA,NA
2001,LBY,Libya,NA,NA,NA,NA,NA,NA
2001,LKA,Sri Lanka,6.21,7.02,5.18,6.29,6.5,6.04
2001,LSO,Lesotho,NA,NA,NA,NA,NA,NA
2001,LTU,Lithuania,6.54,5.63,5.06,7.84,8.45,5.7
2001,LUX,Luxembourg,8.02,4.88,8.62,9.66,9.44,7.51
2001,LVA,Latvia,6.96,5.21,5.7,9.33,8.31,6.27
2001,MAR,Morocco,5.93,6.34,5.87,7.09,5.0,5.32
2001,MDA,Moldova,NA,NA,NA,NA,NA,NA
2001,MDG,Madagascar,6.41,7.62,4.78,7.71,6.61,5.33
2001,MEX,Mexico,6.31,7.38,3.64,7.38,7.32,5.85
2001,MKD,Macedonia,NA,NA,NA,NA,NA,NA
2001,MLI,Mali,5.92,7.75,5.35,6.69,5.89,3.93
2001,MLT,Malta,6.73,5.78,8.37,6.93,5.97,6.6
2001,MMR,Myanmar,3.74,5.78,2.92,4.31,1.51,4.17
2001,MNE,Montenegro,NA,NA,NA,NA,NA,NA
2001,MNG,Mongolia,NA,NA,NA,NA,NA,NA
2001,MOZ,Mozambique,NA,NA,NA,NA,NA,NA
2001,MRT,Mauritania,NA,NA,NA,NA,NA,NA
2001,MUS,Mauritius,7.37,6.81,6.67,9.58,7.47,6.31
2001,MWI,Malawi,5.54,5.27,5.8,5.26,5.58,5.8
2001,MYS,Malaysia,6.38,5.39,6.15,6.74,6.79,6.84
2001,NAM,Namibia,6.42,5.07,7.88,6.1,5.85,7.18
2001,NER,Niger,5.07,3.46,4.5,6.99,5.73,4.69
2001,NGA,Nigeria,5.2,6.19,3.14,5.04,5.72,5.9
2001,NIC,Nicaragua,6.52,6.75,3.18,8.53,8.05,6.08
2001,NLD,Netherlands,7.91,4.64,9.13,9.46,9.35,6.97
2001,NOR,Norway,7.12,3.18,8.34,8.89,8.41,6.75
2001,NPL,Nepal,5.88,5.16,5.01,6.96,5.97,6.27
2001,NZL,New Zealand,8.39,6.75,8.92,9.44,9.19,7.63
2001,OMN,Oman,7.56,5.27,8.03,8.54,8.67,7.3
2001,PAK,Pakistan,5.42,7.77,3.09,6.38,3.57,6.29
2001,PAN,Panama,7.5,8.1,4.67,9.67,8.55,6.53
2001,PER,Peru,7.29,7.87,4.23,9.49,8.37,6.51
2001,PHL,Philippines,6.81,7.65,3.94,9.24,7.1,6.11
2001,PNG,Pap. New Guinea,5.8,6.31,4.46,6.41,5.02,6.82
2001,POL,Poland,6.14,4.2,5.78,7.82,7.06,5.84
2001,PRT,Portugal,7.41,5.28,7.62,9.5,8.92,5.74
2001,PRY,Paraguay,6.48,7.71,2.82,8.85,7.67,5.36
2001,QAT,Qatar,NA,NA,NA,NA,NA,NA
2001,ROU,Romania,5.24,5.64,4.63,4.19,6.8,4.92
2001,RUS,Russia,5.14,7.03,3.84,3.83,6.39,4.6
2001,RWA,Rwanda,5.78,7.26,1.16,7.74,6.34,6.38
2001,SAU,Saudi Arabia,NA,NA,NA,NA,NA,NA
2001,SEN,Senegal,5.7,6.78,4.55,7.02,5.37,4.76
2001,SGP,Singapore,8.51,7.55,8.5,9.6,9.21,7.71
2001,SLE,Sierra Leone,4.74,5.65,3.3,6.37,3.4,4.99
2001,SLV,El Salvador,7.54,8.69,4.38,9.57,8.36,6.72
2001,SRB,Serbia,NA,NA,NA,NA,NA,NA
2001,SUR,Suriname,NA,NA,NA,NA,NA,NA
2001,SVK,Slovak Rep,6.53,4.97,5.62,8.05,8.28,5.73
2001,SVN,Slovenia,6.94,5.02,7.02,8.87,7.94,5.87
2001,SWE,Sweden,7.31,3.0,8.61,9.71,8.78,6.44
2001,SWZ,Swaziland,NA,NA,NA,NA,NA,NA
2001,SYC,Seychelles,NA,NA,NA,NA,NA,NA
2001,SYR,Syria,5.4,3.65,5.44,7.86,5.06,4.99
2001,TCD,Chad,5.91,8.78,4.25,6.05,5.47,4.99
2001,TGO,Togo,5.99,9.42,3.59,6.55,5.74,4.67
2001,THA,Thailand,6.16,5.09,6.17,6.67,7.1,5.8
2001,TJK,Tajikistan,NA,NA,NA,NA,NA,NA
2001,TLS,Timor-Leste,NA,NA,NA,NA,NA,NA
2001,TTO,Trinidad & Tob.,7.55,7.29,6.52,8.98,8.11,6.87
2001,TUN,Tunisia,6.28,5.27,6.95,7.13,5.96,6.11
2001,TUR,Turkey,5.28,6.7,4.14,3.59,7.3,4.69
2001,TWN,Taiwan,7.3,6.69,5.9,9.54,8.45,5.91
2001,TZA,Tanzania,6.14,5.66,6.95,7.64,5.24,5.21
2001,UGA,Uganda,6.98,6.2,4.8,9.33,8.28,6.29
2001,UKR,Ukraine,4.69,4.13,4.2,4.55,6.02,4.56
2001,URY,Uruguay,6.96,6.63,5.76,8.92,8.24,5.24
2001,USA,United States,8.44,7.1,8.66,9.73,8.7,7.99
2001,VEN,Venezuela,5.71,5.86,1.88,7.61,7.82,5.38
2001,VNM,Vietnam,NA,NA,NA,NA,NA,NA
2001,YEM,"Yemen, Rep.",NA,NA,NA,NA,NA,NA
2001,ZAF,South Africa,7.05,6.52,6.64,7.86,7.36,6.85
2001,ZMB,Zambia,7.0,6.38,5.85,7.39,8.76,6.63
2001,ZWE,Zimbabwe,3.64,6.08,2.59,1.7,3.07,4.74
2000,AGO,Angola,NA,NA,NA,NA,NA,NA
2000,ALB,Albania,6.29,7.63,4.77,7.4,5.88,5.75
2000,ARE,Unit. Arab Em.,7.28,6.11,7.52,7.75,8.58,6.45
2000,ARG,Argentina,7.4,7.78,5.41,9.71,7.62,6.49
2000,ARM,Armenia,NA,NA,NA,NA,NA,NA
2000,AUS,Australia,8.07,5.47,9.49,9.4,8.33,7.63
2000,AUT,Austria,7.55,2.77,9.34,9.63,9.11,6.92
2000,AZE,Azerbaijan,NA,NA,NA,NA,NA,NA
2000,BDI,Burundi,4.73,5.8,2.93,6.19,4.48,4.27
2000,BEL,Belgium,7.89,4.57,8.29,9.62,9.3,7.65
2000,BEN,Benin,5.49,4.72,4.42,6.62,5.87,5.8
2000,BFA,Burkina Faso,NA,NA,NA,NA,NA,NA
2000,BGD,Bangladesh,6.02,8.07,3.23,7.02,5.71,6.06
2000,BGR,Bulgaria,5.37,4.51,5.41,3.23,7.33,6.37
2000,BHR,Bahrain,7.69,6.8,6.54,9.12,8.71,7.26
2000,BHS,Bahamas,6.69,7.79,6.35,6.87,4.96,7.51
2000,BIH,Bosnia and Herzegovina,NA,NA,NA,NA,NA,NA
2000,BLZ,Belize,6.52,6.68,7.01,6.65,5.19,7.07
2000,BOL,Bolivia,6.97,7.97,3.43,9.32,7.97,6.18
2000,BRA,Brazil,6.0,5.98,5.35,6.14,6.67,5.84
2000,BRB,Barbados,6.2,6.85,5.2,6.7,5.33,6.89
2000,BRN,Brunei Darussalam,NA,NA,NA,NA,NA,NA
2000,BTN,Bhutan,NA,NA,NA,NA,NA,NA
2000,BWA,Botswana,7.42,4.76,7.81,9.09,7.92,7.51
2000,CAF,Central Afr. Rep.,5.27,5.28,4.35,7.03,5.19,4.52
2000,CAN,Canada,8.36,5.97,9.27,9.53,8.97,8.06
2000,CHE,Switzerland,8.61,7.0,9.27,9.7,9.49,7.61
2000,CHL,Chile,7.41,6.12,6.53,9.3,7.9,7.21
2000,CHN,China,5.75,3.43,4.95,8.12,6.46,5.79
2000,CIV,Cote d'Ivoire,5.99,8.41,3.76,6.69,5.26,5.84
2000,CMR,Cameroon,5.92,6.89,4.59,6.6,5.28,6.25
2000,COD,"Congo, Dem. R.",3.97,7.45,1.75,1.25,4.15,5.23
2000,COG,"Congo, Rep. Of",4.28,4.54,1.73,4.29,5.81,5.05
2000,COL,Colombia,5.51,4.64,3.53,6.31,6.98,6.1
2000,CPV,Cape Verde,NA,NA,NA,NA,NA,NA
2000,CRI,Costa Rica,7.51,7.13,6.87,7.88,8.65,7.03
2000,CYP,Cyprus,6.58,6.19,7.98,6.88,6.0,5.84
2000,CZE,Czech Rep.,6.54,3.13,6.89,8.13,8.28,6.25
2000,DEU,Germany,7.67,3.96,9.14,9.55,9.39,6.33
2000,DNK,Denmark,7.92,3.48,9.54,9.71,9.4,7.46
2000,DOM,Dominican Rep.,6.76,8.88,4.62,6.82,6.41,7.08
2000,DZA,Algeria,4.66,5.65,2.39,7.0,4.8,3.45
2000,ECU,Ecuador,5.78,8.93,3.3,4.9,7.39,4.35
2000,EGY,Egypt,6.81,6.13,5.87,9.53,6.66,5.84
2000,ESP,Spain,7.54,4.75,7.54,9.44,8.98,7.0
2000,EST,Estonia,7.61,6.43,6.73,8.67,9.04,7.17
2000,ETH,Ethiopia,NA,NA,NA,NA,NA,NA
2000,FIN,Finland,7.73,3.0,9.49,9.55,9.25,7.35
2000,FJI,Fiji,6.24,6.56,5.99,6.9,5.56,6.21
2000,FRA,France,7.31,2.56,8.09,9.59,8.99,7.31
2000,GAB,Gabon,5.81,7.61,4.37,5.81,5.33,5.94
2000,GBR,United Kingdom,8.5,6.13,9.29,9.31,9.4,8.36
2000,GEO,Georgia,NA,NA,NA,NA,NA,NA
2000,GHA,Ghana,5.66,6.09,4.59,5.82,6.03,5.8
2000,GIN,Guinea,NA,NA,NA,NA,NA,NA
2000,GMB,"Gambia, The",NA,NA,NA,NA,NA,NA
2000,GNB,Guinea-Bissau,4.43,4.56,2.63,3.26,5.87,5.83
2000,GRC,Greece,6.93,4.95,5.7,9.32,9.05,5.61
2000,GTM,Guatemala,6.57,8.53,3.16,7.64,7.38,6.15
2000,GUY,Guyana,6.72,3.85,7.48,7.87,7.51,6.91
2000,HKG,Hong Kong,8.86,9.35,7.23,9.11,9.72,8.89
2000,HND,Honduras,6.68,8.12,3.58,8.22,6.94,6.55
2000,HRV,Croatia,6.36,4.03,7.58,7.88,6.16,6.16
2000,HTI,Haiti,6.89,8.34,3.78,8.37,6.67,7.32
2000,HUN,Hungary,6.56,3.85,7.01,7.16,7.59,7.19
2000,IDN,Indonesia,6.05,7.57,3.36,6.2,7.15,5.94
2000,IND,India,6.32,6.83,5.99,6.88,5.51,6.4
2000,IRL,Ireland,8.2,6.13,8.97,9.43,9.18,7.3
2000,IRN,Iran,5.9,4.92,6.62,8.0,5.73,4.23
2000,ISL,Iceland,8.04,6.07,9.03,9.18,8.24,7.69
2000,ISR,Israel,6.76,2.87,8.01,8.09,8.7,6.11
2000,ITA,Italy,7.36,4.62,7.66,9.47,9.01,6.03
2000,JAM,Jamaica,7.57,8.52,5.58,8.72,7.8,7.21
2000,JOR,Jordan,7.42,6.08,7.22,9.67,7.22,6.91
2000,JPN,Japan,7.86,5.71,8.18,9.65,8.55,7.22
2000,KAZ,Kazakhstan,NA,NA,NA,NA,NA,NA
2000,KEN,Kenya,6.72,7.09,3.92,8.76,7.06,6.75
2000,KGZ,Kyrgyz Republic,NA,NA,NA,NA,NA,NA
2000,KHM,Cambodia,NA,NA,NA,NA,NA,NA
2000,KOR,"Korea, South",6.79,6.26,5.97,8.27,7.19,6.26
2000,KWT,Kuwait,7.14,6.37,8.06,8.09,7.96,5.2
2000,LAO,Laos,NA,NA,NA,NA,NA,NA
2000,LBN,Lebanon,NA,NA,NA,NA,NA,NA
2000,LBR,Liberia,NA,NA,NA,NA,NA,NA
2000,LBY,Libya,NA,NA,NA,NA,NA,NA
2000,LKA,Sri Lanka,6.16,7.02,4.21,6.74,6.35,6.48
2000,LSO,Lesotho,NA,NA,NA,NA,NA,NA
2000,LTU,Lithuania,6.58,5.45,6.48,7.09,7.88,6.01
2000,LUX,Luxembourg,8.02,4.78,8.62,9.75,9.46,7.51
2000,LVA,Latvia,6.96,5.18,6.67,8.55,7.81,6.61
2000,MAR,Morocco,6.14,6.32,7.68,6.96,4.4,5.36
2000,MDA,Moldova,NA,NA,NA,NA,NA,NA
2000,MDG,Madagascar,5.96,7.21,4.78,7.17,5.7,4.95
2000,MEX,Mexico,6.45,7.14,4.25,6.85,7.47,6.51
2000,MKD,Macedonia,NA,NA,NA,NA,NA,NA
2000,MLI,Mali,6.19,7.15,5.35,8.4,5.91,4.13
2000,MLT,Malta,6.76,6.0,8.37,7.0,6.23,6.23
2000,MMR,Myanmar,3.67,5.76,2.92,5.53,0.0,4.14
2000,MNE,Montenegro,NA,NA,NA,NA,NA,NA
2000,MNG,Mongolia,NA,NA,NA,NA,NA,NA
2000,MOZ,Mozambique,NA,NA,NA,NA,NA,NA
2000,MRT,Mauritania,NA,NA,NA,NA,NA,NA
2000,MUS,Mauritius,7.57,7.37,6.94,9.58,7.2,6.74
2000,MWI,Malawi,4.95,5.33,5.53,2.88,5.26,5.73
2000,MYS,Malaysia,6.78,6.08,5.62,8.15,6.88,7.19
2000,NAM,Namibia,6.38,5.14,8.15,6.07,5.13,7.43
2000,NER,Niger,5.44,3.96,4.5,8.25,5.87,4.61
2000,NGA,Nigeria,5.3,6.19,3.6,5.37,4.92,6.42
2000,NIC,Nicaragua,6.74,6.81,4.06,8.66,7.64,6.53
2000,NLD,Netherlands,8.21,4.46,9.62,9.57,9.57,7.84
2000,NOR,Norway,7.27,3.25,8.85,9.03,8.43,6.79
2000,NPL,Nepal,5.87,5.3,5.01,6.97,5.97,6.09
2000,NZL,New Zealand,8.52,6.68,9.1,9.54,9.32,7.94
2000,OMN,Oman,7.53,5.31,8.03,8.31,8.68,7.3
2000,PAK,Pakistan,5.41,7.19,4.84,6.15,2.85,6.0
2000,PAN,Panama,7.56,7.81,5.69,9.58,7.89,6.86
2000,PER,Peru,7.3,8.07,3.94,8.79,8.35,7.37
2000,PHL,Philippines,6.97,6.87,4.65,9.23,7.09,7.02
2000,PNG,Pap. New Guinea,5.83,6.18,4.46,6.27,5.45,6.8
2000,POL,Poland,6.34,4.25,6.5,7.49,7.25,6.2
2000,PRT,Portugal,7.55,5.26,7.64,9.51,8.95,6.4
2000,PRY,Paraguay,6.44,7.58,3.67,8.72,6.78,5.46
2000,QAT,Qatar,NA,NA,NA,NA,NA,NA
2000,ROU,Romania,5.27,5.02,6.16,2.71,6.7,5.78
2000,RUS,Russia,5.15,6.77,4.45,3.66,6.23,4.64
2000,RWA,Rwanda,5.52,7.39,1.16,7.44,NA,6.11
2000,SAU,Saudi Arabia,NA,NA,NA,NA,NA,NA
2000,SEN,Senegal,5.86,7.08,4.55,7.28,6.11,4.27
2000,SGP,Singapore,8.61,7.97,8.53,9.46,9.15,7.92
2000,SLE,Sierra Leone,4.98,5.83,3.3,6.47,4.33,4.99
2000,SLV,El Salvador,7.7,8.67,4.51,9.42,8.51,7.4
